id;defaulted;credit_amount;annual_installment;term;interest_rate_type;property_type;property_quality_rating;annual_income;number_of_children;number_of_family_members;own_car;own_realty;gender;years_employed;age;currently_employed;education_type;family_status;customer_group
511;no;124000;4300;31;variable;apartment;0.1;16700;2;2;true;true;male;13;30;true;academic degree;divorced;lower_value
512;no;169000;29700;6;fixed;house;0.4;64700;2;2;true;true;female;30;53;true;academic degree;married;lower_value
513;no;71000;8000;10;variable;apartment;0.2;24400;1;1;true;false;male;30;59;true;academic degree;single;lower_value
514;no;771700;30700;27;fixed;house;1;107600;1;1;true;false;male;8;35;true;incomplete higher;widowed;higher_value
515;no;721000;25600;28;fixed;apartment;1;90400;0;1;true;false;female;19;41;true;incomplete higher;single;higher_value
516;no;346000;10300;35;variable;apartment;0.5;25600;2;2;true;true;male;3;24;true;lower secondary;single;lower_value
517;no;336000;29800;12;variable;house;0.2;83500;1;1;false;false;male;30;54;true;secondary;single;lower_value
518;no;1033300;37200;29;fixed;apartment;0.7;77900;1;1;true;true;female;2;29;true;academic degree;married;lower_value
519;no;98000;9400;11;fixed;apartment;0.3;22200;1;1;false;true;male;28;53;true;secondary;married;lower_value
520;no;171100;23500;8;fixed;apartment;0.4;53000;2;1;true;true;male;30;70;false;academic degree;divorced;lower_value
521;no;869000;33800;26;fixed;apartment;1;98500;1;2;true;true;male;10;37;true;incomplete higher;single;higher_value
522;no;483000;37900;14;fixed;house;1;82900;2;2;true;false;male;30;55;true;lower;married;lower_value
523;no;171000;35700;5;fixed;house;0.2;87400;1;1;true;false;male;30;66;true;academic degree;married;lower_value
524;no;973000;36200;28;variable;house;0.5;97700;2;2;true;true;male;8;34;true;academic degree;widowed;higher_value
525;no;460000;16700;30;fixed;house;0.3;68800;2;3;true;true;female;9;33;false;academic degree;single;lower_value
526;no;551000;16100;36;variable;house;0.2;39100;2;2;true;false;male;14;33;true;incomplete higher;single;lower_value
527;no;297000;14800;21;fixed;apartment;0.1;38100;1;1;true;false;male;23;46;true;lower secondary;widowed;lower_value
528;no;299000;28300;11;fixed;apartment;0.6;81900;2;1;true;true;female;30;55;true;lower secondary;married;lower_value
529;no;195000;7000;28;variable;apartment;0.1;22300;2;2;true;false;male;17;39;true;secondary;married;lower_value
530;no;823000;21500;40;fixed;house;0.6;75900;1;1;true;true;male;7;26;true;academic degree;divorced;lower_value
531;yes;97000;8500;12;variable;apartment;0.2;21100;1;1;true;true;female;30;77;false;lower secondary;married;lower_value
532;no;194000;17700;11;fixed;house;0.3;76800;1;2;false;true;male;30;57;true;incomplete higher;single;lower_value
533;no;110100;11900;10;variable;apartment;0.3;25600;1;1;true;true;male;30;65;true;academic degree;widowed;lower_value
534;no;620000;23700;28;variable;apartment;0.8;61700;2;2;false;false;male;20;41;true;lower secondary;divorced;lower_value
535;no;129000;11500;12;fixed;apartment;0.3;33600;2;1;true;true;female;26;49;true;incomplete higher;married;lower_value
536;no;261000;22100;12;variable;house;0.3;48900;2;2;false;true;male;29;51;true;lower secondary;married;lower_value
537;no;410000;13200;33;fixed;house;0.7;46300;2;2;false;true;male;11;35;true;lower secondary;divorced;lower_value
538;no;657300;34300;21;variable;house;0.4;71700;1;1;false;true;male;25;48;true;academic degree;divorced;lower_value
539;no;203000;7300;31;variable;apartment;0.6;19700;1;1;true;true;male;17;38;true;lower;married;lower_value
540;no;230000;8300;29;variable;apartment;0.1;23700;2;2;false;false;male;15;37;false;secondary;married;lower_value
541;no;517000;19100;28;variable;house;0.6;61000;1;2;true;true;female;8;31;true;academic degree;married;lower_value
542;no;836000;34200;25;fixed;house;1;70900;1;1;true;false;female;15;38;true;secondary;single;lower_value
543;no;2123000;48200;45;fixed;apartment;0.7;138800;1;2;true;false;male;2;21;true;incomplete higher;married;higher_value
544;no;426000;29600;16;fixed;apartment;0.1;72200;1;1;true;true;male;25;47;true;lower;widowed;lower_value
545;no;1250000;36400;35;variable;house;0.2;108900;2;2;true;true;male;6;30;true;academic degree;single;higher_value
546;no;545000;19400;29;fixed;house;0.7;65900;1;1;true;false;male;8;33;true;academic degree;single;lower_value
547;no;153000;9100;17;fixed;apartment;0.3;48400;0;1;false;true;female;27;46;true;academic degree;married;lower_value
548;yes;154000;12000;14;fixed;apartment;0.2;55300;1;2;false;false;female;16;41;true;secondary;married;lower_value
549;no;773900;25700;33;fixed;apartment;0.5;53200;2;2;true;false;male;8;32;true;incomplete higher;single;lower_value
550;yes;1176000;33000;37;variable;house;0.1;61400;2;2;false;false;male;11;34;true;secondary;divorced;lower_value
551;yes;331000;9600;37;variable;apartment;0.6;29700;3;3;true;false;female;7;27;true;incomplete higher;divorced;lower_value
552;yes;868000;22800;40;fixed;house;0.5;41800;1;1;false;false;male;4;28;true;lower;married;lower_value
553;no;923200;28600;35;variable;house;0.7;68300;1;1;false;true;male;7;28;true;academic degree;divorced;lower_value
554;no;775000;22700;36;fixed;apartment;0.8;54700;2;1;false;true;male;9;31;true;secondary;married;lower_value
555;no;332000;32400;10;fixed;apartment;0.6;74400;2;2;true;false;female;30;53;true;incomplete higher;widowed;lower_value
556;no;1413000;37700;39;fixed;house;0.3;83000;2;2;true;false;male;0;22;true;incomplete higher;single;lower_value
557;no;281000;8700;33;variable;apartment;0.7;20300;2;2;true;false;male;9;33;true;incomplete higher;married;lower_value
558;no;1171000;29200;43;variable;house;0.7;71800;2;2;true;false;male;4;22;true;secondary;single;lower_value
559;no;893000;26500;36;variable;apartment;0.1;97700;1;1;false;true;male;2;24;true;secondary;single;higher_value
560;no;1783000;43000;46;fixed;house;0.5;96800;1;1;false;true;male;0;20;true;incomplete higher;single;higher_value
561;no;278000;9700;31;variable;house;0.3;34900;3;3;true;false;male;13;34;true;lower;divorced;lower_value
562;no;484000;12100;43;variable;house;1;54100;2;3;false;true;female;0;21;true;lower;married;lower_value
563;no;872000;32900;28;variable;apartment;0.3;81600;1;1;false;true;female;17;39;true;lower secondary;single;lower_value
564;no;335000;10700;34;variable;apartment;0.5;43900;1;2;true;true;female;6;29;true;incomplete higher;married;lower_value
565;no;661600;36200;19;variable;apartment;0.8;66700;2;2;true;false;male;23;46;true;lower secondary;widowed;lower_value
566;no;406000;12100;37;variable;apartment;0.8;60100;1;2;false;false;female;13;34;true;secondary;divorced;lower_value
567;no;1047000;23600;45;fixed;house;0.2;103800;0;1;false;true;male;4;26;true;lower;widowed;higher_value
568;no;618000;22000;30;fixed;apartment;0.4;58100;3;3;true;true;male;16;39;true;academic degree;widowed;lower_value
569;no;699000;37900;19;fixed;apartment;0.6;85100;2;2;false;true;female;25;51;true;lower secondary;single;lower_value
570;no;991000;38700;28;variable;apartment;0.5;81300;2;1;false;false;male;15;34;true;secondary;divorced;lower_value
571;no;622400;27300;24;fixed;house;0.7;67800;2;1;false;true;male;15;37;true;academic degree;widowed;lower_value
572;no;331400;10700;31;fixed;apartment;0.5;31100;1;1;true;true;male;15;39;true;incomplete higher;single;lower_value
573;no;1305000;32500;43;fixed;house;0.8;74700;2;2;true;true;male;3;25;true;lower secondary;single;lower_value
574;no;806000;18800;47;fixed;house;0.4;59100;2;1;false;false;male;0;24;true;incomplete higher;single;lower_value
575;no;1012600;25200;42;fixed;house;1;55000;1;1;true;true;male;0;24;true;academic degree;single;lower_value
576;no;469000;19400;26;variable;house;0.6;66400;2;3;true;true;male;14;36;true;lower;divorced;lower_value
577;no;393000;9000;46;fixed;house;0.5;26300;1;1;true;true;female;0;23;true;incomplete higher;single;lower_value
578;no;290000;21300;14;fixed;house;0.7;63400;1;1;true;true;male;27;52;true;lower;married;lower_value
579;no;923000;23100;40;fixed;house;0.7;101900;1;2;false;true;female;3;25;true;academic degree;single;higher_value
580;no;657000;47600;15;fixed;apartment;0.6;96000;1;1;false;true;female;30;55;true;secondary;single;higher_value
581;no;565000;19700;30;variable;house;0.6;104200;0;1;false;false;male;11;33;true;secondary;single;higher_value
582;no;370000;10100;38;fixed;apartment;0.1;22400;1;1;true;false;female;9;32;false;secondary;single;lower_value
583;no;191000;20200;10;variable;house;0.2;78700;2;2;true;true;female;30;60;true;lower;married;lower_value
584;no;407000;13300;34;fixed;apartment;0.5;82500;0;1;false;true;male;7;27;true;lower;divorced;lower_value
585;no;469000;22000;23;variable;house;0.6;74000;2;1;true;true;female;15;41;true;incomplete higher;married;lower_value
586;no;637000;34300;20;variable;apartment;0.2;69700;3;3;true;true;male;20;39;true;secondary;single;lower_value
587;no;489400;12500;42;fixed;apartment;0.4;43700;1;1;false;false;male;6;26;true;lower;married;lower_value
588;no;962000;22300;46;variable;house;1;82600;0;1;true;false;female;0;21;true;incomplete higher;single;lower_value
589;no;295400;19500;16;fixed;house;0.7;79400;2;3;false;true;male;26;51;true;lower;married;lower_value
590;no;152000;6400;24;fixed;house;0.3;19300;2;2;false;true;male;20;44;true;incomplete higher;single;lower_value
591;no;680000;15600;47;variable;house;0.5;57600;1;1;true;true;male;4;27;true;lower secondary;married;lower_value
592;no;1630000;43200;38;variable;apartment;0.8;94800;2;2;true;true;male;9;33;true;incomplete higher;single;higher_value
593;no;997000;27600;37;variable;apartment;1;104200;3;4;true;true;female;6;28;true;secondary;single;higher_value
594;no;188000;27900;7;variable;apartment;0.4;138500;0;1;false;false;male;30;69;false;lower secondary;single;higher_value
595;no;529000;22500;25;fixed;house;0.7;63600;1;1;true;true;female;18;39;true;academic degree;single;lower_value
596;no;436000;12700;36;variable;apartment;0.6;40300;3;3;true;true;male;2;26;true;lower secondary;single;lower_value
597;no;655000;20600;34;fixed;apartment;0.8;59300;1;1;false;true;male;6;31;true;lower secondary;single;lower_value
598;no;1288000;36000;39;variable;house;1;74700;1;1;false;true;female;0;22;true;lower secondary;single;lower_value
599;no;597300;18200;35;fixed;house;0.7;37300;2;2;false;true;male;12;32;true;secondary;married;lower_value
600;no;215000;5900;40;fixed;house;0.4;20000;1;1;true;true;female;7;30;true;lower secondary;married;lower_value
601;no;621000;21600;30;fixed;apartment;1;86700;1;2;false;false;male;14;36;true;incomplete higher;married;lower_value
602;no;386000;16900;25;variable;apartment;0.7;46700;2;2;true;true;male;23;43;true;academic degree;divorced;lower_value
603;no;789000;26700;31;variable;house;1;61700;1;1;false;true;female;7;33;true;academic degree;married;lower_value
604;no;431000;11100;41;variable;house;1;34900;1;1;true;true;female;4;26;true;academic degree;single;lower_value
605;no;865000;23800;39;variable;house;1;87800;3;4;true;true;male;8;30;true;academic degree;married;lower_value
606;no;683400;23900;29;fixed;house;1;57000;2;1;true;true;female;12;34;true;academic degree;divorced;lower_value
607;no;240000;5200;49;fixed;house;0.6;17900;2;1;true;false;male;2;25;true;lower;married;lower_value
608;no;440000;17100;27;variable;house;0.7;61400;1;1;true;false;male;11;34;true;academic degree;married;lower_value
609;no;836000;25500;34;variable;house;0.4;69200;2;3;true;true;female;12;37;true;academic degree;single;lower_value
610;no;572000;15800;40;variable;house;0.3;39000;2;1;true;true;male;9;32;true;lower;married;lower_value
611;no;282000;8400;35;variable;house;0.6;22800;1;1;true;true;female;4;29;true;academic degree;single;lower_value
612;no;780000;28600;28;fixed;apartment;0.9;99600;1;1;true;false;female;16;42;true;academic degree;widowed;higher_value
613;no;774000;25100;33;fixed;apartment;0.1;85800;2;1;false;true;male;9;35;true;secondary;single;lower_value
614;no;930000;23800;40;fixed;house;0.1;75800;2;2;false;true;female;4;25;true;lower secondary;single;lower_value
615;no;203000;24500;9;variable;apartment;0.5;49400;1;1;true;false;male;30;76;false;incomplete higher;divorced;lower_value
616;no;464300;16500;31;variable;apartment;0.2;34500;2;2;true;true;female;14;37;false;academic degree;widowed;lower_value
617;yes;580000;13000;46;fixed;house;0.2;30800;2;2;false;false;male;8;31;true;lower secondary;widowed;lower_value
618;no;196000;7800;26;variable;house;0.1;43900;3;4;false;false;male;11;33;true;academic degree;married;lower_value
619;no;268000;19100;14;fixed;apartment;0.6;67400;2;1;false;true;male;23;47;true;academic degree;single;lower_value
620;yes;763000;25000;32;fixed;house;0.9;66800;2;3;false;true;female;10;31;true;lower secondary;widowed;lower_value
621;no;71000;15500;5;variable;house;0.3;70100;0;1;true;true;male;30;65;true;academic degree;married;lower_value
622;no;193000;17500;12;fixed;apartment;0.4;64200;2;2;true;true;male;30;53;true;lower secondary;single;lower_value
623;no;806000;25000;35;fixed;house;1;54800;2;2;true;true;male;5;30;true;lower secondary;widowed;lower_value
624;no;317000;21300;15;variable;house;0.7;85600;1;2;false;false;male;27;48;true;academic degree;divorced;lower_value
625;no;390000;12000;34;variable;apartment;1;40900;2;1;true;true;male;7;29;true;lower secondary;widowed;lower_value
626;no;352000;23200;17;fixed;house;0.1;56800;1;1;true;true;male;24;45;true;academic degree;married;lower_value
627;no;1487800;43900;37;variable;apartment;1;124500;0;1;true;true;female;6;31;true;lower secondary;widowed;higher_value
628;no;1089000;31100;35;fixed;apartment;1;93600;0;1;false;true;male;9;32;true;lower secondary;married;higher_value
629;no;641000;26800;26;fixed;house;0.1;88800;1;1;true;false;female;10;30;true;lower secondary;widowed;lower_value
630;yes;1220000;34900;35;fixed;house;0.5;64500;2;2;true;false;male;13;34;true;secondary;single;lower_value
631;no;836000;24100;35;fixed;apartment;1;72300;1;2;true;true;male;2;24;true;incomplete higher;married;lower_value
632;no;143000;30000;5;variable;house;0.2;64000;2;2;true;true;male;30;54;true;secondary;divorced;lower_value
633;yes;851000;42100;22;variable;apartment;0.6;103500;3;3;true;false;male;28;48;true;academic degree;married;higher_value
634;no;316000;9200;36;variable;house;0.2;53900;1;2;true;true;male;0;23;false;lower secondary;married;lower_value
635;no;407000;12400;33;fixed;house;0.1;46000;2;3;true;false;male;8;31;true;secondary;widowed;lower_value
636;no;235000;33300;8;fixed;house;0.5;108800;2;2;true;true;female;30;58;true;secondary;single;higher_value
637;no;1159000;40500;29;variable;house;0.3;87500;1;1;true;true;male;17;38;true;academic degree;married;lower_value
638;no;342000;13100;27;fixed;apartment;0.7;29100;1;1;true;false;male;15;35;true;secondary;divorced;lower_value
639;no;239800;18900;13;fixed;apartment;0.1;97600;0;1;false;true;male;29;52;true;lower secondary;married;higher_value
640;no;451000;18800;27;variable;house;0.4;42600;2;2;true;true;male;19;43;false;academic degree;married;lower_value
641;no;447000;12800;37;fixed;house;0.5;47900;2;3;true;false;male;0;24;true;incomplete higher;married;lower_value
642;no;414000;14000;31;fixed;apartment;0.6;34700;1;1;true;true;female;11;37;true;incomplete higher;widowed;lower_value
643;no;1087800;28000;39;fixed;apartment;0.5;72900;1;1;true;true;female;4;26;true;secondary;divorced;lower_value
644;yes;496000;22600;22;variable;apartment;0.3;71000;2;2;false;false;male;24;43;true;secondary;married;lower_value
645;yes;313000;15900;22;variable;house;0.5;37300;1;1;false;false;female;17;39;true;lower secondary;divorced;lower_value
646;no;310000;20000;17;variable;house;0.4;91000;2;3;false;false;female;27;48;true;incomplete higher;single;higher_value
647;no;117000;8200;15;variable;apartment;0.3;30700;1;1;true;false;female;25;47;false;secondary;divorced;lower_value
648;no;452000;17200;28;fixed;house;0.4;60000;2;2;true;false;female;13;38;true;lower secondary;single;lower_value
649;no;301000;9500;32;fixed;apartment;0.2;59600;0;1;true;true;female;11;35;true;academic degree;married;lower_value
650;no;194000;26000;8;variable;house;0.3;67100;1;1;false;true;female;30;62;true;secondary;married;lower_value
651;no;333000;14400;24;fixed;house;0.3;36600;1;1;true;false;male;27;50;false;academic degree;single;lower_value
652;no;242000;6100;44;variable;apartment;0.6;19700;2;2;true;false;male;0;25;true;lower secondary;single;lower_value
653;no;565700;15600;38;fixed;apartment;0.7;33300;1;1;true;false;male;8;29;true;academic degree;divorced;lower_value
654;no;269000;8800;33;variable;house;0.4;33100;1;1;false;false;male;3;29;true;lower secondary;divorced;lower_value
655;no;1141000;30300;40;variable;apartment;0.6;100800;1;1;true;false;male;2;24;true;lower secondary;married;higher_value
656;no;426200;17800;26;fixed;apartment;0.6;49100;2;2;true;true;male;17;38;false;lower secondary;married;lower_value
657;no;659000;36300;19;fixed;apartment;0.8;80700;1;1;true;false;female;24;49;true;secondary;divorced;lower_value
658;no;1619000;46400;35;variable;apartment;0.8;123200;1;2;true;true;male;8;30;true;secondary;single;higher_value
659;no;653000;19000;35;variable;house;0.9;58000;1;1;true;false;female;7;32;true;academic degree;single;lower_value
660;no;1346000;45400;32;fixed;apartment;0.5;93100;1;1;true;true;male;11;32;true;secondary;single;higher_value
661;no;562400;40700;14;fixed;apartment;1;107700;3;3;false;true;male;30;48;true;incomplete higher;single;higher_value
662;no;303000;27400;12;fixed;apartment;0.5;55600;2;2;true;false;female;27;49;true;lower secondary;married;lower_value
663;no;922000;24900;41;variable;apartment;0.9;108600;0;1;true;false;male;7;31;true;incomplete higher;single;higher_value
664;yes;162000;17100;10;fixed;house;0.1;74500;0;1;false;true;female;30;51;true;lower secondary;single;lower_value
665;no;289000;13400;22;variable;house;0.7;42600;1;1;true;true;male;24;48;true;academic degree;married;lower_value
666;no;361000;10700;35;variable;house;0.8;28100;2;2;true;true;female;3;31;true;lower;married;lower_value
667;no;69000;15000;5;variable;apartment;0.2;32100;1;1;true;false;male;30;75;false;academic degree;single;lower_value
668;no;608200;22800;28;fixed;house;0.8;82800;2;1;true;true;male;11;33;true;academic degree;single;lower_value
669;no;766000;22800;34;fixed;apartment;0.6;83600;2;3;false;false;male;9;31;true;secondary;single;lower_value
670;no;407700;9000;46;fixed;apartment;1;28100;2;2;false;true;male;2;25;true;academic degree;single;lower_value
671;no;800000;20500;39;variable;apartment;1;52500;3;3;true;true;female;0;21;true;lower secondary;single;lower_value
672;no;770600;41100;20;fixed;house;0.2;101100;2;3;true;true;male;21;44;true;lower;married;higher_value
673;no;607000;25500;25;variable;apartment;0.9;75300;1;2;true;true;female;12;37;true;lower;single;lower_value
674;yes;141000;23800;6;fixed;apartment;0.2;82100;2;3;false;false;female;30;55;true;lower secondary;divorced;lower_value
675;no;298000;7900;41;variable;house;0.7;44600;1;2;true;true;male;0;23;true;academic degree;single;lower_value
676;no;377000;9200;45;fixed;house;0.7;30700;1;1;true;true;male;0;23;true;incomplete higher;single;lower_value
677;no;569000;14200;41;variable;house;1;51600;2;2;true;true;female;7;29;true;incomplete higher;single;lower_value
678;no;591000;22900;27;fixed;house;1;100500;2;3;false;true;female;13;36;true;incomplete higher;widowed;higher_value
679;no;120000;11500;11;variable;apartment;0.3;41300;2;2;false;true;male;30;50;true;lower;married;lower_value
680;no;848000;23200;39;fixed;apartment;0.8;84000;0;1;false;false;male;5;28;true;academic degree;single;lower_value
681;no;963000;22000;46;variable;house;0.3;99100;1;2;true;true;female;1;21;true;incomplete higher;single;higher_value
682;no;496000;13400;41;fixed;house;0.9;63100;2;3;true;true;male;0;22;true;academic degree;married;lower_value
683;no;1161000;31400;38;fixed;house;0.6;85000;2;3;true;true;male;14;36;true;academic degree;divorced;lower_value
684;no;177000;10400;17;variable;apartment;0.1;30500;1;1;false;false;male;24;49;true;academic degree;single;lower_value
685;no;709000;17000;44;fixed;house;0.7;75400;0;1;false;true;male;0;25;true;lower secondary;single;lower_value
686;no;370600;17300;22;variable;house;0.6;58900;2;2;false;true;male;19;43;true;incomplete higher;widowed;lower_value
687;no;242000;13800;19;fixed;apartment;0.7;34700;1;1;true;true;male;14;41;true;incomplete higher;divorced;lower_value
688;no;550000;25200;24;variable;apartment;0.6;60300;1;1;true;true;female;16;39;true;lower secondary;widowed;lower_value
689;no;452400;30600;15;fixed;house;1;70600;1;1;true;true;male;30;54;true;incomplete higher;single;lower_value
690;no;114000;7400;17;fixed;apartment;0.2;36800;1;2;true;true;male;25;48;true;incomplete higher;married;lower_value
691;no;558100;18900;32;variable;apartment;0.6;42200;1;1;true;true;male;15;36;true;secondary;widowed;lower_value
692;no;260000;9000;30;variable;house;0.6;38600;3;4;false;true;female;6;30;true;lower secondary;divorced;lower_value
693;no;2212000;63300;37;variable;house;0.4;127800;3;3;true;true;male;6;25;true;secondary;married;higher_value
694;no;355000;10700;36;fixed;apartment;0.7;24500;1;1;true;true;male;6;29;true;academic degree;divorced;lower_value
695;yes;1132000;33000;38;fixed;house;0.5;65600;3;3;false;true;male;9;31;true;lower;divorced;lower_value
696;no;152000;5200;32;variable;house;0.1;37000;2;3;false;true;male;0;21;false;lower;single;lower_value
697;no;710000;21500;36;variable;apartment;0.3;105500;0;1;false;true;male;13;33;true;lower;married;higher_value
698;no;405000;11000;41;variable;apartment;0.5;23000;1;1;true;false;female;4;26;true;secondary;divorced;lower_value
699;no;211000;9800;22;variable;apartment;0.4;20800;2;2;true;false;male;12;36;true;academic degree;married;lower_value
700;no;546000;15100;37;fixed;apartment;1;38400;1;1;true;false;female;12;32;true;incomplete higher;divorced;lower_value
701;no;1281000;36400;35;variable;house;0.5;115600;2;3;false;true;female;7;31;true;lower secondary;divorced;higher_value
702;no;385000;13900;30;fixed;house;0.1;69000;3;4;true;true;female;7;29;true;academic degree;married;lower_value
703;no;235000;13300;19;variable;house;0.6;26800;2;1;true;false;male;18;42;true;lower secondary;divorced;lower_value
704;no;440400;32300;14;variable;house;0.8;102400;0;1;true;true;female;29;49;true;secondary;single;higher_value
705;yes;432000;13900;34;fixed;house;0.6;26400;4;4;true;false;female;11;32;false;incomplete higher;widowed;lower_value
706;no;122000;22700;6;fixed;house;0.2;71400;1;2;true;true;female;30;59;true;lower;divorced;lower_value
707;no;1143000;33100;37;fixed;apartment;0.5;74900;2;2;false;true;male;2;26;true;incomplete higher;married;lower_value
708;no;547000;20900;29;variable;apartment;0.6;73500;1;1;true;true;male;10;33;true;academic degree;married;lower_value
709;no;369000;16100;24;fixed;apartment;0.7;57000;2;2;false;false;male;23;46;true;academic degree;single;lower_value
710;no;422000;22800;20;variable;apartment;0.1;76100;3;3;true;true;female;17;41;true;incomplete higher;single;lower_value
711;no;643000;21500;33;fixed;house;0.5;50600;1;1;true;false;male;7;30;true;academic degree;married;lower_value
712;no;342000;17900;20;fixed;apartment;0.7;50800;2;1;true;true;male;17;40;true;incomplete higher;widowed;lower_value
713;no;359000;33700;11;fixed;apartment;1;94100;1;1;true;true;female;29;52;true;lower;married;higher_value
714;no;286000;34600;9;fixed;apartment;0.3;96000;1;2;true;true;male;30;71;false;academic degree;married;higher_value
715;no;532000;19400;30;variable;house;0.2;44400;2;1;false;false;male;8;32;true;academic degree;married;lower_value
716;no;902500;27600;33;fixed;house;1;91800;1;2;true;true;male;8;33;true;lower secondary;single;higher_value
717;yes;172000;13000;14;variable;house;0.1;46800;2;3;true;true;female;30;75;false;lower secondary;widowed;lower_value
718;no;1185000;36900;35;fixed;apartment;1;87800;3;3;false;false;male;4;28;true;academic degree;single;lower_value
719;yes;683000;21600;33;fixed;apartment;0.3;54200;1;1;true;false;male;19;34;true;incomplete higher;divorced;lower_value
720;no;210000;17700;12;fixed;apartment;0.5;46900;2;2;true;false;male;30;51;true;incomplete higher;divorced;lower_value
721;no;916000;22600;43;variable;apartment;0.5;93500;1;2;true;true;male;2;23;true;lower secondary;married;higher_value
722;no;287000;22800;14;fixed;house;0.3;107400;1;2;true;true;male;30;67;false;academic degree;married;higher_value
723;no;620000;20200;32;variable;apartment;0.4;55300;2;2;false;false;female;5;29;true;lower secondary;divorced;lower_value
724;no;560000;19300;29;fixed;house;0.8;65200;1;1;true;false;male;7;35;true;lower;divorced;lower_value
725;no;148200;12400;12;variable;apartment;0.4;44100;2;3;true;true;male;30;57;true;incomplete higher;married;lower_value
726;no;234000;9200;28;variable;house;0.2;18600;3;2;true;true;male;19;41;true;secondary;single;lower_value
727;no;490000;25300;20;fixed;apartment;1;57600;1;1;true;false;male;25;47;true;lower secondary;widowed;lower_value
728;no;984000;23700;43;fixed;apartment;0.3;75700;1;1;true;true;male;4;29;true;incomplete higher;married;lower_value
729;no;446000;9500;47;fixed;apartment;0.4;33800;1;1;true;true;male;1;26;true;secondary;single;lower_value
730;no;1024000;35900;31;variable;house;0.7;87900;1;1;false;false;female;8;32;true;lower;divorced;lower_value
731;no;820800;29600;28;fixed;house;0.1;56500;2;2;true;true;male;15;34;true;lower secondary;widowed;lower_value
732;no;81000;7100;11;variable;house;0.3;27600;1;1;false;false;male;30;67;true;academic degree;married;lower_value
733;no;487000;13900;37;variable;house;0.2;30000;2;2;true;true;male;17;38;true;incomplete higher;divorced;lower_value
734;no;973000;33800;29;fixed;house;0.4;92800;1;1;true;true;male;16;37;true;secondary;married;higher_value
735;no;551500;30200;19;variable;apartment;0.7;66000;2;1;false;true;female;26;45;true;lower secondary;single;lower_value
736;no;1523000;51800;32;fixed;apartment;0.8;133000;2;3;true;false;female;8;29;true;secondary;widowed;higher_value
737;no;711000;20800;35;fixed;apartment;0.1;46400;2;2;true;true;male;0;27;true;incomplete higher;married;lower_value
738;no;196000;10100;21;fixed;apartment;0.4;23800;2;2;false;true;female;22;42;true;incomplete higher;married;lower_value
739;no;687000;20300;36;variable;house;1;78700;2;1;false;true;male;3;22;true;incomplete higher;single;lower_value
740;no;2166900;52600;42;fixed;house;0.6;136400;2;2;true;false;male;4;27;true;secondary;divorced;higher_value
741;no;129000;9300;15;variable;house;0.1;39400;2;3;true;false;male;26;49;true;lower;divorced;lower_value
742;no;183000;6900;28;fixed;house;0.1;22100;1;1;false;true;male;14;39;true;academic degree;single;lower_value
743;no;426000;28900;15;fixed;apartment;1;110800;0;1;true;true;male;25;49;true;secondary;married;higher_value
744;yes;267000;10500;27;fixed;apartment;0.4;40200;2;3;false;false;male;15;40;true;lower;divorced;lower_value
745;yes;87200;17900;5;fixed;house;0.3;40000;2;2;true;true;female;30;58;false;academic degree;widowed;lower_value
746;no;156000;15400;11;fixed;house;0.1;80300;3;4;true;true;female;30;68;false;lower;married;lower_value
747;no;574400;21500;29;variable;house;0.5;63100;3;3;false;false;female;8;33;true;lower;widowed;lower_value
748;no;284500;8300;35;fixed;house;0.6;28300;2;1;true;true;male;1;24;true;lower;single;lower_value
749;no;186000;31300;6;variable;apartment;0.2;92900;1;2;true;true;male;30;59;true;academic degree;married;higher_value
750;no;395700;21800;19;variable;house;0.6;71800;3;3;true;false;female;26;49;true;academic degree;single;lower_value
751;no;569000;35200;18;fixed;house;0.7;110000;3;4;true;false;male;24;51;true;secondary;divorced;higher_value
752;no;305000;10100;32;variable;house;0.5;35000;1;1;false;false;male;16;40;false;incomplete higher;divorced;lower_value
753;no;1660100;46500;38;fixed;house;0.8;96600;2;2;true;true;male;7;30;true;incomplete higher;widowed;higher_value
754;no;772000;21000;37;variable;apartment;0.4;58600;2;2;true;true;female;2;22;true;secondary;married;lower_value
755;no;1057300;25000;44;variable;house;0.5;68200;1;2;true;false;male;0;23;true;incomplete higher;married;lower_value
756;no;258000;8900;31;variable;house;0.2;54600;1;2;true;true;female;16;39;true;secondary;married;lower_value
757;no;500300;27400;19;variable;apartment;0.1;85500;2;2;false;false;female;20;42;true;academic degree;married;lower_value
758;no;596000;33000;20;fixed;apartment;0.7;71900;1;1;true;false;male;22;46;true;lower;single;lower_value
759;no;308000;9000;35;fixed;house;0.5;30300;1;1;true;true;male;12;34;true;incomplete higher;married;lower_value
760;no;128000;6800;20;fixed;house;0.2;21400;3;2;true;false;male;25;48;true;academic degree;married;lower_value
761;no;338000;13700;26;variable;house;0.5;50500;3;2;false;false;male;12;38;true;incomplete higher;single;lower_value
762;no;210000;14500;16;variable;apartment;0.6;63300;3;4;true;true;male;21;45;true;lower secondary;married;lower_value
763;no;696000;17800;40;fixed;house;0.6;81600;1;2;false;true;female;2;30;true;lower;widowed;lower_value
764;no;456700;26300;18;variable;house;1;58400;2;2;false;false;male;19;42;true;lower secondary;married;lower_value
765;no;1279000;37000;36;variable;house;0.9;84900;1;1;true;true;male;7;33;true;lower;single;lower_value
766;yes;343400;9500;39;variable;house;0.3;28200;3;3;false;true;female;0;23;true;lower secondary;married;lower_value
